event_id,user_id,event_type,timestamp,device,region,session_duration
eaf81fc1-15ec-4a49-9e51-7edfa7edb858,user_034200,feature_use,2023-08-24T22:08:26,android,EMEA,103
8aca757f-857c-4bac-bb53-31e79d180dc4,user_010975,login,2023-09-24T21:55:27,ios,EMEA,381
a8f9a987-26a4-4d02-a273-0abd25888c02,user_013779,feature_use,2023-12-22T16:59:00,web,EMEA,560
9112443f-abe6-4321-8087-bc68dfcd6b80,user_007912,feature_use,2023-05-26T01:53:43,android,,4
68761668-788e-4e9f-9b61-3d47f2d50d67,user_011686,login,2023-01-03T18:07:13,web,APAC,975
45eb6c74-251f-46a6-9a81-edd9cb9363ca,user_022071,feature_use,2024-07-23T21:38:21,ios,LATAM,146
c0cbe54b-ca71-4a2e-97e6-b8f5f87b6d4e,user_041496,login,2023-05-21T02:49:49,web,,622
a6c95132-1053-4f4a-a8fc-f1672b158cd9,user_024715,login,2023-08-26T20:21:44,ios,,850
05d1019f-fb14-4b8f-b469-f8d203d2e1e7,user_059031,page_view,2023-10-26T07:30:04,android,APAC,17
6d34950b-5a07-4ed3-8b51-cf4e46dc4830,user_027490,feature_use,2024-02-21T00:03:49,android,,538
258de936-1fd0-4979-8144-7b6c52be142a,user_054187,feature_use,2023-02-20T20:21:17,ios,EMEA,129
3b8c5c5c-2b9f-4572-8ad3-a5662196bd4f,user_019275,feature_use,2023-05-30T02:58:16,ios,LATAM,165
119b89f8-4bcb-481c-9acc-abf77442e60e,user_000926,login,2023-02-23T04:26:26,web,APAC,580
c9b23216-ea11-47ee-bff1-adea718bbb55,user_000517,login,2023-11-23T11:45:29,ios,EMEA,15
c1b70adb-0cbb-43c4-ac30-0c19343c96f3,user_018111,payment,2023-04-02T15:02:36,android,APAC,0
11c2d315-2561-4629-bacf-3d56eebda28f,user_038875,login,2023-04-13T11:31:31,ios,,35
88f19319-c8d5-4fad-9acd-a1708c234d62,user_053207,login,2023-02-14T20:22:41,android,,32
7ccb71c2-6af4-4f26-ae02-34d8b6bc469a,user_017680,click,2023-11-26T10:02:39,web,LATAM,0
4358dc10-a6b4-4a75-be70-b1ac9d93a107,user_054078,support_message,2023-11-10T07:22:11,android,APAC,0
0ca0cc4a-41dc-4314-be9f-e3cc591ae253,user_055793,page_view,2023-06-01T00:00:01,web,EMEA,116
ffd6598f-6aa1-4d45-ba59-6727eb54a51d,user_048564,feature_use,2023-04-16T08:02:00,android,,1141
a74efbb1-646d-43f6-b20f-008d6e7fab44,user_021995,support_message,2024-03-01T04:49:54,web,,0
923ee45a-ad95-4d5e-b190-eabe06543c65,user_029230,payment,2023-03-05T20:28:55,android,EMEA,0
e9375f59-6355-407f-bd41-e11cdfd5be13,user_006481,login,2024-11-05T18:46:53,android,LATAM,92
efeacb17-8e9b-416f-9a36-86226138232b,user_041297,login,2024-11-12T12:58:31,ios,LATAM,62
62b735f8-fa1f-4447-bdd8-9ef6e803a24b,user_033177,login,2023-10-08T00:50:44,web,EMEA,570
08c96041-aa05-4756-973f-9fa82d663852,user_021994,login,2023-02-04T02:14:26,android,APAC,336
b1badf52-2969-4d2e-b771-a0802d8aa92c,user_059310,page_view,2024-01-11T23:55:38,ios,LATAM,1676
70061c99-523e-4b1e-850a-facc617f27a0,user_039480,feature_use,2023-10-09T06:30:07,web,APAC,189
7799d556-cf78-42b3-91af-f1489a19eba2,user_010070,page_view,2023-10-07T03:23:48,android,EMEA,220
836a9712-4099-4ddc-95ed-1cf0453a3b9c,user_022468,login,2023-04-17T05:17:54,android,LATAM,673
df38bde1-6a77-40b6-b226-9b71b0c39a5e,user_024709,feature_use,2023-11-06T20:01:38,ios,,153
d98a558e-9d91-4e16-8e70-5c9d34c9d09a,user_024976,payment,2023-02-20T03:01:02,ios,EMEA,0
89a85cc8-8e6c-4889-8896-5b4b8b952fcc,user_042477,login,2023-10-02T01:31:52,android,,157
21f511f1-2746-4c59-9bc0-b18343c27e87,user_008178,page_view,2024-08-28T22:06:10,ios,LATAM,78
1e298545-3778-4f05-9cff-ed3b34d51c57,user_040252,click,2024-07-18T13:23:25,android,,0
fa075c96-47aa-43f8-a965-771634487693,user_005299,page_view,2023-06-27T01:12:40,android,APAC,424
4c67a6d1-00ec-46a5-8a82-0113f8122e87,user_030529,login,2023-05-18T01:24:02,ios,APAC,398
75c6ce56-2db8-4d74-8fc0-f3cddaaf765a,user_024538,downgrade,2023-12-07T09:30:40,web,APAC,0
731c4f87-d27f-4ef0-a48d-8af5673bac7c,user_056149,click,2023-10-07T12:17:21,ios,APAC,0
87ee51b4-2534-4dd7-9ea1-69ad6d87f7db,user_033271,login,2023-09-27T16:26:22,ios,LATAM,155
0a9a7639-0a26-4aa3-bdba-d851231a47fa,user_020328,page_view,2023-06-27T11:21:09,ios,,396
64a620ce-cc57-40eb-a202-0125309465b3,user_005615,login,2023-08-31T21:48:03,web,,309
5b60b5ed-3e49-47ee-a4dd-97974ed73568,user_043216,feature_use,2023-07-09T10:26:20,android,EMEA,216
0dfd2067-3e2c-420c-95b6-a0d22474b513,user_057598,payment,2023-10-09T10:38:38,ios,APAC,0
793b616b-2d8a-4926-a885-2250d0c3c17b,user_001425,page_view,2023-12-12T17:21:01,android,EMEA,29
2b1b5edf-49fc-4ebe-b0f4-ea3d791028f6,user_005671,page_view,2023-12-31T20:58:35,android,APAC,96
2c1d3d3e-1d39-44bf-ac60-218e667f9d49,user_009962,payment,2024-05-15T19:51:43,ios,,0
89c3eddf-7e5a-4bbd-83be-1050dd1fe4d8,user_034834,login,2023-06-27T06:52:07,ios,APAC,1286
5e837249-b4f1-4999-8c46-e54ad6592927,user_006437,page_view,2023-03-06T08:43:51,ios,LATAM,74
4e611d03-7a89-451c-a854-e6b8da877d78,user_001172,login,2024-04-19T09:48:15,web,,87
f352fa8c-dbad-4ee8-9448-a47fb004a74d,user_033885,payment,2024-05-20T00:46:57,web,EMEA,0
e4e67cb8-a908-48c5-bd0c-4e4aef774098,user_020040,feature_use,2023-04-26T10:19:34,android,LATAM,3
c276963d-40f6-4978-8f85-8d5dc194e314,user_012788,login,2024-05-30T08:29:24,web,,387
9a4f8577-3ebc-4e76-a42e-65cce18d5cae,user_050841,upgrade,2023-01-26T04:57:43,web,APAC,0
d269c771-78d0-47b9-9fc7-2beda53a7e20,user_013745,page_view,2023-01-06T05:12:19,ios,LATAM,129
f05e3a19-ff7c-4f90-886b-0b3225e150fc,user_056214,login,2023-04-24T06:39:51,ios,,132
7950e37a-33b1-49a8-a71b-6fb5f17f5a04,user_052472,login,2024-10-16T06:01:54,ios,,357
c4cfa26e-102d-48bc-a5e2-f6cb9a632dea,user_051988,click,2023-10-15T05:54:15,android,EMEA,0
06820afe-a30d-47e7-abf8-62594cb3f3cd,user_047722,login,2023-06-16T09:11:45,web,,347
0ef4bcea-9e3b-4113-826f-31d8e77d71d3,user_018703,page_view,2023-01-03T18:43:28,android,APAC,205
5ea677f8-27ec-44a2-a511-e2c80ac79dd8,user_054756,page_view,2024-09-30T15:25:40,web,EMEA,181
ab87ce71-8682-43cc-a1d1-62da79e4de00,user_049035,page_view,2023-01-10T20:14:09,android,LATAM,60
6ee396a3-ce2b-47cf-bc27-f60708c2ac4c,user_029813,login,2023-09-06T14:38:13,android,LATAM,448
8643a05e-7a24-4bb0-9af4-01bfcfcc3c25,user_039282,login,2024-07-16T23:16:23,web,LATAM,182
d480804c-5db2-4571-909e-4444b6a07f3a,user_047307,signup,2023-06-11T20:51:33,ios,APAC,0
9cac3423-897c-43fc-906e-0cc1fc33d020,user_019026,page_view,2023-09-26T11:16:48,web,EMEA,786
f8080f2d-5ac4-4498-8ba3-7f086606c76c,user_013656,login,2023-02-13T22:31:20,android,LATAM,605
23a074d1-0b02-4d03-be80-d03dc5a54e15,user_012859,login,2024-03-17T14:49:22,android,,302
9c3fbdb6-a143-464c-abd3-9f0af2e7d5f4,user_042326,support_message,2023-04-04T19:22:27,android,LATAM,0
53f6b171-1be4-41bb-be23-0914f197a6f0,user_028693,login,2023-03-26T14:47:51,android,EMEA,109
4b6a8200-8595-402a-8057-ed47b39990e9,user_043922,login,2023-01-04T00:45:40,ios,APAC,942
a03a8f31-6a85-41f4-88aa-120d66200644,user_058248,login,2023-03-21T05:24:33,web,,162
ac38c1e3-d53e-4754-8acf-332e00b1b1e0,user_056082,click,2023-01-10T16:22:24,android,,0
03bb6112-abc6-49f1-aa07-3e7d03e40ea0,user_016891,login,2023-01-01T23:26:34,web,APAC,118
97ed22ff-b08f-4d02-a924-cbeb1546f299,user_056700,login,2023-01-26T10:10:16,android,EMEA,419
a2874dc6-ae54-4a8e-8548-5600c91eea36,user_031583,login,2023-05-24T12:50:45,ios,,391
5c03209c-a1ec-448e-aa6f-d8f90a20e371,user_009779,login,2024-07-26T15:22:25,web,,1285
3fc5a165-3197-45b3-a8f8-6925dac69086,user_021198,feature_use,2023-02-26T08:48:08,web,EMEA,16
a07eb809-804c-4bc5-b509-9d3051e812d7,user_044038,downgrade,2023-05-17T13:08:38,ios,,0
2c9f857f-a1df-4fc3-a49c-17babe1be544,user_047407,login,2023-01-29T07:47:04,web,APAC,100
14a1e93f-1943-490d-ad2e-553c106e11a7,user_019344,page_view,2023-03-25T03:57:11,android,,1772
14fe35a4-f932-4d39-8fed-06677022bf8d,user_019380,page_view,2023-05-16T16:46:09,android,,38
dcd47c5f-31be-4df1-ab34-c65091f949c5,user_044957,signup,2023-01-24T14:38:15,android,,0
b69892de-ec78-4a63-b4a7-3d36628260cd,user_001002,login,2023-04-14T11:12:04,android,EMEA,627
a1703224-ff1e-4d8f-ad0a-1600e1f41186,user_021789,support_message,2023-01-12T18:50:40,web,APAC,0
d78b5ec5-6d8f-4e70-a08e-49ebc60789c1,user_029700,feature_use,2023-08-08T06:40:46,web,LATAM,353
19a121d6-36ac-4554-bd2d-95b07d59fe2f,user_051546,login,2023-08-05T11:44:20,android,EMEA,515
9642ea22-9559-4163-81ba-1d5e210643a8,user_020539,page_view,2024-09-20T05:15:40,ios,,1124
8deff730-4cfc-46c0-ad93-dfe51a5a40a3,user_034384,login,2023-02-01T23:02:35,web,,72
89620468-9e88-495e-ae91-e68a9ce043fc,user_054988,login,2023-03-17T04:50:45,ios,APAC,182
72095fdb-2ded-4a69-9b36-36a8198eabc4,user_010686,login,2023-10-01T20:03:32,web,LATAM,201
777ec355-f47b-4aee-bd73-77b72f29235d,user_001491,login,2023-10-17T23:18:48,android,LATAM,360
7190dd01-9a80-47a2-ad17-a3b964a4a364,user_047249,payment,2023-11-28T19:00:22,android,LATAM,0
e6ad124a-c564-4188-bf2e-5bb2d0c3feaa,user_002714,login,2023-02-14T14:30:10,android,APAC,370
8ece2b11-062e-45a4-b23d-77c7056f84a8,user_054393,login,2024-01-03T03:57:25,web,,711
946887fb-9373-4efd-9c56-6afd64f59b92,user_020687,page_view,2024-09-01T16:28:16,android,LATAM,203
10a9938e-5b1a-4fb4-a9bb-0df3ec42b629,user_000848,page_view,2023-05-22T02:15:22,android,EMEA,228
1f4dc065-ef2e-4753-bb13-4c9cdef530e8,user_019142,click,2024-06-20T03:21:16,android,APAC,0
e2b15f49-064e-4aa1-b1ca-afa3dbddc7ae,user_019396,page_view,2023-10-05T04:53:04,ios,APAC,61
69598d20-dbc4-49fc-9828-199f4ebef58e,user_004774,login,2024-01-09T04:20:46,android,,14
c85956fe-343d-407e-a068-04f5ab19b5b6,user_037039,click,2023-04-05T16:12:54,ios,,0
0b381c97-6bc8-449d-9ac0-e88935109617,user_042841,page_view,2023-04-12T22:46:55,android,LATAM,302
9871b000-ec84-4972-a40b-f8e4483c46cd,user_043951,login,2023-06-20T13:56:49,ios,,234
2e6f044c-de2b-4f27-863c-641e0f679773,user_037737,login,2024-01-19T06:16:34,ios,,88
4b1a9f87-b9ef-4b43-8eb1-c92ca1bc8265,user_040556,login,2023-09-05T08:00:46,web,APAC,243
c22daa01-2a7a-47c3-ae90-229768959fba,user_032061,login,2023-11-03T20:36:36,web,APAC,340
baefd6da-7ff9-498b-9799-30de3fe9136a,user_021650,page_view,2024-01-02T15:53:59,web,,113
67fe5f20-0fa8-4144-8540-7f6d395a59be,user_034610,login,2024-04-25T19:58:53,android,APAC,726
ad79ee7e-c035-469a-9a95-d0058fb5d306,user_020008,page_view,2023-12-17T17:51:54,ios,EMEA,1666
38572537-c6d9-4041-9fa1-5dfd3a90d565,user_054065,page_view,2023-10-10T06:59:18,android,APAC,7
9106fbf6-3ff9-42f3-a0e2-5855697172f3,user_002201,login,2023-11-05T22:26:03,web,EMEA,63
01714df2-1119-408a-a0ee-145addd0e134,user_014660,feature_use,2023-09-27T10:12:03,web,LATAM,158
aa24f169-2ea0-414e-bfba-46994ba9ffc1,user_034152,signup,2023-04-23T20:28:24,web,APAC,0
1ff74245-086b-4402-9c63-a2fd5b4e486d,user_058387,page_view,2024-01-10T20:50:25,web,,82
68d29d5c-fc77-4475-8f16-15fe2779e35d,user_033522,page_view,2024-01-05T20:22:38,ios,LATAM,263
7b5f646b-2ce1-415e-88bf-2f13cf17a1d6,user_054685,click,2024-10-23T12:18:37,ios,LATAM,0
894c1dbb-4001-4c92-8250-e6265a6505f9,user_045780,page_view,2024-08-18T09:24:18,android,,94
0b7759be-d0e8-4c0a-a57f-8d08b3b2f058,user_039642,click,2023-11-08T14:26:10,ios,,0
60e21edf-2730-418c-8d54-1f56799d938d,user_026673,page_view,2024-07-26T03:35:31,web,APAC,2
0fea2f50-26c0-4c73-a459-b109dcf3a6b2,user_027008,page_view,2023-08-26T17:29:42,android,,21
6c5cfeda-e47b-4987-b964-a24268fc47dd,user_058036,feature_use,2023-12-08T03:02:28,web,LATAM,204
1a717805-a8c2-457c-8b31-4b1fe91ac7f9,user_020914,login,2023-01-16T16:26:03,ios,LATAM,622
7de556c1-55c7-4e7a-bbb2-8829757d46ba,user_024720,login,2023-11-02T06:21:11,android,,15
6f4432de-9176-43bc-a411-271042f6f66c,user_020011,login,2023-06-14T09:45:57,android,,308
8a7815c0-ce54-42dc-a2ab-10b3da75d3cd,user_052566,login,2023-03-23T01:13:18,android,EMEA,392
312d2323-e24f-4b73-8d6b-2aa36a671395,user_028900,page_view,2023-04-01T23:10:41,web,,375
6784283e-0ffc-41bf-bdcb-69872fdf5a64,user_038171,login,2023-03-19T01:07:36,ios,LATAM,255
6e7ab2df-9516-4076-9bbb-c310f87dd311,user_053647,downgrade,2023-09-14T19:50:27,web,EMEA,0
3cbf9336-b75f-4bd9-8bad-d0e8195cd021,user_036660,page_view,2023-05-28T13:32:07,ios,EMEA,249
bafc83dd-b421-464f-8689-4ccf75240cf5,user_038617,click,2023-07-11T01:18:14,android,APAC,0
94c6e6f4-43c8-4692-b0ff-4238d7dd661e,user_002633,login,2023-12-22T07:48:12,ios,LATAM,716
94950dbd-7aaa-4599-b029-8d564f071ab4,user_004253,login,2024-05-02T04:08:10,web,EMEA,232
2c8c23a2-1c2d-416a-8bfd-59d84d0866b3,user_054242,login,2024-09-21T09:10:54,android,APAC,88
abe86cca-9f88-4b59-99d2-3d1fdfe7eaaa,user_016700,feature_use,2023-04-19T18:44:09,android,,99
741e37ae-fa12-4a28-81a5-d648b2ecb702,user_054854,page_view,2023-06-28T21:13:16,android,APAC,82
b4d0f9fe-48aa-4d33-b9e4-01a114c7a768,user_007503,signup,2023-03-01T07:08:38,ios,LATAM,0
babfbf62-bad5-4c04-8d2f-1691461282ea,user_052846,page_view,2023-10-19T02:29:14,android,EMEA,40
7a368be9-bda6-410c-a4e7-17cd430dfb3f,user_045942,page_view,2023-02-23T22:37:20,android,,25
2f8cf417-1258-41d2-beb4-bb5c48167475,user_030299,click,2023-07-29T11:41:57,android,LATAM,0
4b9010c5-e7c6-4f2f-bfbd-18eb84b5c97f,user_025381,login,2023-09-07T13:14:56,android,EMEA,806
c92b5939-7686-44c8-a608-4f178d487195,user_027560,login,2023-04-17T08:00:57,ios,EMEA,87
470d2533-8f41-4770-a1bc-718b29d25f89,user_049907,feature_use,2023-04-26T15:32:40,ios,,613
0deacfcd-9c8f-4a5f-baab-faf4d8bf46de,user_016892,click,2023-09-30T16:19:36,android,APAC,0
c0aa12ad-e15a-4bda-8a43-634ba7d9f244,user_028961,page_view,2023-12-07T10:43:03,ios,,312
981a59b1-a2cf-498b-a2b9-da02302ee552,user_011852,login,2023-02-01T11:02:19,android,,101
5483e2a3-5edd-4002-b2f7-09c279f8c41a,user_053455,feature_use,2023-02-17T21:31:08,web,,10
7bf24a69-0c5c-4e2e-aa21-014bcf492527,user_044103,page_view,2024-08-06T23:57:21,ios,LATAM,86
7c8d878c-2b7a-4465-b3a7-de3f5ac17bef,user_043922,feature_use,2024-03-10T05:39:25,ios,,151
f9e70cb0-a6b5-4d5b-abba-78ce3defa608,user_042582,login,2023-06-15T20:39:04,web,LATAM,86
f57cef21-c306-4d75-a8a4-49744e421481,user_040479,click,2023-12-29T20:07:39,android,,0
b31b775a-1e3e-4dc7-973c-d5587680532c,user_022898,click,2023-02-15T03:08:04,android,LATAM,0
79a10ab1-14d7-4ff9-9eeb-93908ff42ae3,user_046997,login,2024-11-26T08:54:27,android,,238
b85894dd-6c2c-4f67-b519-4f94ed954e98,user_016930,feature_use,2023-08-15T20:23:48,web,,592
fb3c3bd8-cb78-4f8f-905b-9cd1e010028c,user_015503,login,2024-07-18T17:32:29,android,,187
522214ba-ecb5-4966-87af-c4065a5c692d,user_025147,login,2023-03-05T07:36:28,web,,489
5ca728ae-f030-4748-9de9-24ce171f0991,user_020511,feature_use,2024-08-03T06:51:30,android,EMEA,15
c7cfafc6-3892-4bb2-9ca3-62f45535171a,user_058193,click,2023-09-09T05:10:07,web,EMEA,0
462e9729-1d37-4252-a3df-546b04bc70a1,user_015383,login,2023-04-25T18:55:45,android,LATAM,341
d257863c-fe81-42ae-a6dc-81c084a95ed3,user_008796,login,2023-07-22T09:08:30,android,,512
f4441219-293a-4595-b6bd-d294309db8d4,user_027167,feature_use,2024-05-03T16:28:01,ios,APAC,144
f3e433c4-6392-442d-b8da-7f21958e0f1d,user_056113,login,2024-01-19T07:35:15,ios,EMEA,660
377483e6-3693-420f-93f4-445edcd2da76,user_007547,login,2023-05-16T04:13:46,ios,,120
49d7d9d3-071e-481a-a1e4-3edfe92ef59a,user_054468,login,2023-03-20T01:47:05,web,APAC,41
6af8eae2-57af-4601-be6f-12f449ab1324,user_027695,click,2023-11-04T22:20:38,ios,,0
7f815887-2076-43a4-a329-67c193b0abf8,user_025582,page_view,2023-06-13T21:35:33,web,LATAM,155
4c4d4971-efb3-4280-8054-4e1eb7be98c1,user_054479,login,2024-10-29T19:48:05,ios,LATAM,15
58bc4574-26d2-46ed-9540-0b8cc2a4a556,user_050466,click,2023-01-13T14:59:33,ios,,0
44aac8ba-47b0-4df0-95ba-cf1affaddfcf,user_008758,login,2023-05-27T00:33:18,web,EMEA,421
99689ba2-490b-429f-b7b6-2298a971ded4,user_048425,feature_use,2024-09-28T18:33:38,web,,694
102681ef-43d0-47c2-aa9f-f0de5e4d9395,user_051463,page_view,2023-11-30T18:43:19,ios,EMEA,257
cd069e97-960c-408c-a17f-466ce2f306d7,user_040991,login,2024-03-24T23:47:37,android,,99
d109865b-8aad-4265-b729-a96e6b7b53b3,user_008113,login,2024-06-25T02:58:55,ios,LATAM,339
8f398312-2a70-40c3-9fd6-969ab6e936d0,user_037713,page_view,2023-12-03T10:40:53,ios,LATAM,63
342a8152-beda-4fe9-ae24-b6ee29a5f9b6,user_041578,login,2023-07-10T10:14:08,web,APAC,94
03b75ba9-1262-4342-b355-2e8c3f557319,user_031702,login,2023-09-05T21:41:47,web,EMEA,67
0cccfc48-585f-4cd7-89fd-74c2e61878ce,user_001279,click,2023-05-02T05:00:49,web,APAC,0
00b5e559-fa81-4b11-8f36-c162194b957a,user_015298,login,2024-01-12T01:50:43,android,APAC,117
c9a94bdb-868c-41eb-b4a7-b8e5b47a1da8,user_047766,feature_use,2023-02-17T09:35:53,android,EMEA,1012
86111a41-8431-427c-aa98-edf946216711,user_012450,downgrade,2023-02-14T09:47:44,web,APAC,0
3a109f55-ff4e-4c2d-9afe-2399877c0275,user_058738,click,2023-04-05T10:45:09,ios,LATAM,0
d5900ad5-a18f-40fd-821d-bd2fb7ca34dd,user_013665,login,2023-01-03T04:00:58,android,EMEA,322
fbbe746f-d8ce-4799-82e8-1fa378a6dd86,user_017549,click,2023-10-22T04:49:24,web,APAC,0
6edda80f-8810-406f-9137-710b59a32b88,user_031560,click,2023-02-11T03:25:07,web,EMEA,0
cf3afc20-4656-48ce-aaca-6a4fc326eaa2,user_053394,page_view,2024-10-24T22:41:48,android,EMEA,191
d7ea8348-0760-439a-833b-4af84d805e1b,user_021804,click,2023-01-30T12:32:10,android,LATAM,0
bb1c0c8b-e182-40f4-b57a-c269848497b3,user_035979,feature_use,2023-05-10T19:25:58,web,LATAM,867
79dc1fb3-6ccc-4a3f-a7fa-e174696697b5,user_042844,page_view,2023-04-23T17:17:50,web,EMEA,233
14ef621e-bfa0-487b-865c-ad6d972396c3,user_053037,downgrade,2024-06-21T22:36:59,android,EMEA,0
2714ed7b-b1df-4ff6-9138-e4a81c03d575,user_022243,feature_use,2023-03-29T09:34:04,android,EMEA,95
b0118027-7caf-4a07-a31a-c7f04e30ec06,user_034427,login,2023-01-28T23:06:53,android,LATAM,77
8135b595-b853-4651-b0b1-70a08a0dac4e,user_056409,login,2023-06-19T08:05:41,web,EMEA,141
5db27c7e-c087-4ccd-8bd4-e4da0dfbd6b7,user_012620,feature_use,2023-10-09T02:51:18,ios,LATAM,98
8f880759-9ba0-4288-bf23-994e670ada05,user_023420,feature_use,2023-05-18T00:07:10,ios,APAC,31
151af47a-757d-4fb4-938a-2ba6009ee47f,user_048090,login,2023-04-19T14:52:29,web,EMEA,43
c0fc2bb8-090f-462d-a631-a2d164442540,user_032477,page_view,2024-06-29T18:44:41,android,,299
7296a43d-6181-441f-ae4e-4805474068e1,user_023341,page_view,2023-06-22T13:01:42,android,EMEA,32
5e18555d-7825-4a81-a8aa-45170e3adc19,user_017999,login,2023-03-23T13:58:57,ios,APAC,327
10396ff3-9e06-4575-83bf-6aab80374905,user_019166,login,2023-05-19T16:41:22,web,APAC,46
ad248cc0-4692-4ba6-98e0-67883e2b7be8,user_007339,click,2023-04-03T10:27:41,android,APAC,0
5b0a6242-74d1-4402-9022-8b4bfd8a1a63,user_011953,click,2023-05-13T16:32:34,web,EMEA,0
1d0afda7-ce9e-4a4a-916c-8a181c14b6dc,user_021523,page_view,2023-04-26T19:46:04,ios,EMEA,339
07c237a5-06b1-4df8-b5e4-2dbed5c8ddeb,user_019683,login,2023-05-28T00:39:19,ios,EMEA,7
e95a3adc-5206-4766-b008-0d60e5562ba5,user_001502,login,2023-07-21T08:41:56,web,,12
63a74044-e4aa-46e3-a725-742af199d8fd,user_038497,login,2023-04-20T15:01:52,ios,EMEA,132
c80f74fa-7517-4178-9273-42341256abc7,user_055378,login,2023-04-01T22:10:10,ios,LATAM,30
c2a1c3d1-88f0-4146-ad03-63aaa9d4e4fc,user_027689,login,2023-01-24T20:32:00,ios,,53
820e0ba6-a187-46f6-acb1-454e7ee38cd0,user_050898,feature_use,2024-02-21T06:21:34,web,LATAM,811
39f3603a-bd83-4222-aea2-46d02635c925,user_047137,support_message,2024-11-14T21:07:52,android,EMEA,0
a7146e6b-b56d-4873-a6db-bf8c59a5dbc0,user_014315,feature_use,2024-06-02T22:55:06,web,EMEA,305
11bdb55c-69fd-4513-a7cc-6e76316258d1,user_002402,feature_use,2023-11-03T16:36:32,ios,APAC,91
335ae5f7-37b6-4e55-9796-f17876f1bcea,user_011970,login,2023-03-01T05:17:09,android,APAC,1434
d5684b22-6049-4c24-bf90-a3a7dc13b7ec,user_009857,support_message,2023-07-02T00:18:28,android,,0
bf45803e-ce31-4113-9312-e0e60c4bb149,user_058827,login,2024-03-23T08:34:40,ios,EMEA,217
c3c21122-1684-474d-a796-4047aea3e569,user_054739,signup,2024-03-30T21:36:33,android,LATAM,0
edda2e3b-1c1b-43b2-a2d0-e7a135994f15,user_027651,page_view,2023-02-02T13:57:51,android,LATAM,8
8704266d-afa8-439e-af3a-db7312d7a0cd,user_018169,click,2023-09-13T08:48:50,ios,,0
